# Hostname exactly matches dpr.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
Deanwood Aquatic Center | dpr,/page/deanwood-aquatic-center,1410
Deanwood Aquatic Facility Temporarily Closed | dpr,/release/deanwood-aquatic-facility-temporarily-closed,1
Deanwood Aquatic Facility Temporarily Closed | dpr,/release/deanwood-aquatic-facility-temporarily-closed-0,6
Deanwood Community Center | dpr,/Deanwood,1
Deanwood Community Center | dpr,/deanwood,1529
Deanwood Community Center | dpr,/node/1237641,74
Deanwood Community Center | dpr,/page/deanwood-recreation-center-00,1
Deanwood Haunted House - Deanwood Recreation Center | dpr,/es/node/705922,2
Deanwood Haunted House - Deanwood Recreation Center | dpr,/event/deanwood-haunted-house-deanwood-recreation-center,4
Deanwood Haunted House - Deanwood Recreation Center | dpr,/vi/event/deanwood-haunted-house-deanwood-recreation-center,15
Deanwood Historical Cafe - Deanwood Recreation Center | dpr,/event/deanwood-historical-cafe-deanwood-recreation-center,7
Deanwood Recreation Center Temporarily Closed | dpr,/release/deanwood-recreation-center-temporarily-closed,2
Deanwood Recreation Center Temporarily Closed; Aquatic Facility Remains Open | dpr,/release/deanwood-recreation-center-temporarily-closed-aquatic-facility-remains-open,1
Deanwood Veterans Day Celebration - Deanwood Recreation Center | dpr,/event/deanwood-veterans-day-celebration-deanwood-recreation-center,3
Dedication of Kim's Garden - Triangle Park | dpr,/event/dedication-kims-garden-triangle-park,2
Delano Hunter | dpr,/biography/delano-hunter-0,32
Delano Hunter | dpr,/node/1374141,1
Delano Hunter Bio | dpr,/page/delano-hunter-bio,3
Department of Parks and Recreation | dpr,/agency/department-parks-and-recreation,133
Department of Parks and Recreation | dpr,/es/agency/department-parks-and-recreation,3
Department of Parks and Recreation Invites Residents and Their Dogs to Doggie Day Swim 2024 | dpr,/release/department-parks-and-recreation-invites-residents-and-their-dogs-doggie-day-swim-2024,7
Department of Parks and Recreation to Hold One Day Agency Staff Development Conference | dpr,/release/department-parks-and-recreation-hold-one-day-agency-staff-development-conference,5
Department of Parks and Recreation to Hold One Day Staff Development Conference | dpr,/release/department-parks-and-recreation-hold-one-day-staff-development-conference,6
Developmental Volleyball - Sherwood Recreation Center | dpr,/event/developmental-volleyball-sherwood-recreation-center,13
"DGS and DPR Share Update on Preparing Outdoor Pools, Amenities for Spring-Summer Fun | dpr",/release/dgs-and-dpr-share-update-preparing-outdoor-pools-amenities-spring-summer-fun,7
Discovery Camp | dpr,/node/1527906,1
Discovery Camp | dpr,/page/discovery-camp,17
"District Activates Cold Emergency Alert for Monday, March 3, 2014 | dpr",/release/district-activates-cold-emergency-alert-monday-march-3-2014,1
District Government Activates Multi-Agency Response to Extreme Heat and Humidity | dpr,/release/district-government-activates-multi-agency-response-extreme-heat-and-humidity-0,7
District Government Adopts New Lead Testing Policy | dpr,/release/district-government-adopts-new-lead-testing-policy,2
"District Government CLOSED Monday, March 17, 2014 | dpr",/release/district-government-closed-monday-march-17-2014,2
"District Government CLOSED Thursday, February 13, 2014 | dpr",/release/district-government-closed-thursday-february-13-2014,1
"District Government CLOSED Tuesday, December 10, 2013 | dpr",/release/district-government-closed-tuesday-december-10-2013,1
"District Government CLOSED Tuesday, January 21, 2014 | dpr",/release/district-government-closed-tuesday-january-21-2014,1
District Government Responds to Latest High-Heat Advisory | dpr,/release/district-government-responds-latest-high-heat-advisory-0,6
District Wide Bench and Picnic Table Installation | dpr,/page/district-wide-bench-and-picnic-table-installation,19
Dog Park Application | dpr,/dogparkapp,2
Dog Park Applications | dpr,/node/496692,24
Dog Park Applications | dpr,/page/dog-park-applications,166
Dog Park Design Standards | dpr,/publication/dog-park-design-standards,5
Dog Park Establishment Application Packet | dpr,/publication/dog-park-establishment-application-packet,1
Dog Park Registration Tag Application | dpr,/publication/dog-park-registration-tag-application,18
Dog Parks | dpr,/am/page/dog-parks-00,3
Dog Parks | dpr,/fr/page/dog-parks-00,5
Dog Parks | dpr,/node/1237686,4
Dog Parks | dpr,/page/dog-parks-00,531
Dog Parks | dpr,/vi/page/dog-parks-00,2
Doggie Day Swim - Francis Pool | dpr,/event/doggie-day-swim-francis-pool,5
Doggie Day Swim - Randall Pool | dpr,/event/doggie-day-swim-randall-pool,2
Doggie Day Swim - Upshur Pool | dpr,/event/doggie-day-swim-upshur-pool,2
Doggie Day Swim | dpr,/page/doggie-day-swim,76
Donations | dpr,/es/service/donations-one,2
Donations | dpr,/node/1641681,31
Donations | dpr,/page/donations-1,3
Donations | dpr,/service/donations-one,129
Donations | dpr,/service/honorary-donations,5
Douglass Community Center | dpr,/douglass,219
Douglass Community Center | dpr,/page/douglass-community-center-00,1
Douglass Pool | dpr,/page/douglass-pool,24
Douglass Recreation Center and Playground to Temporarily Close | dpr,/release/douglass-recreation-center-and-playground-temporarily-close,1
DPR 2010 Winter Activity Guide Has Something For Everyone | dpr,/release/dpr-2010-winter-activity-guide-has-something-everyone,10
DPR 2011 Holiday Schedule | dpr,/release/dpr-2011-holiday-schedule,9
DPR 2011 Open Houses | dpr,/release/dpr-2011-open-houses,5
DPR 2014 Spring Break Camp Registration | dpr,/event/dpr-2014-spring-break-camp-registration,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-0,1
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-1,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-2,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-3,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-4,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-5,2
DPR 2014 Summer Camp Rolling Registration | dpr,/event/dpr-2014-summer-camp-rolling-registration-6,2
DPR 2014 Summer Camp Rolling Registration | dpr,/node/782702,1
DPR 2015 Spring/Summer Programs Registration | dpr,/event/dpr-2015-springsummer-programs-registration,1
DPR 2015 Summer Camp Non-District Resident Registration | dpr,/event/dpr-2015-summer-camp-non-district-resident-registration,1
DPR 2015 Summer Camp Rolling Registration | dpr,/am/event/dpr-2015-summer-camp-rolling-registration,2
DPR 2015 Summer Camp Rolling Registration | dpr,/event/dpr-2015-summer-camp-rolling-registration-4,1
DPR 2017 Veterans Day Schedule | dpr,/release/dpr-2017-veterans-day-schedule,5
DPR 2017 Winter Wondercamp Schedule | dpr,/release/dpr-2017-winter-wondercamp-schedule,1
DPR 2017-2018 Winter Holiday Schedule | dpr,/release/dpr-2017-2018-winter-holiday-schedule,2
DPR 2018 DC Emancipation Day Holiday Schedule | dpr,/release/dpr-2018-dc-emancipation-day-holiday-schedule,2
DPR 2018 Indoor Pool Maintenance Closure Schedule | dpr,/release/dpr-2018-indoor-pool-maintenance-closure-schedule,6
DPR 2018 Labor Day Holiday and Remaining Outdoor Pools Schedule | dpr,/release/dpr-2018-labor-day-holiday-and-remaining-outdoor-pools-schedule,9
"DPR 2018 Martin Luther King, Jr. Day Closure | dpr",/release/dpr-2018-martin-luther-king-jr-day-closure,5
DPR 2018 Memorial Day Weekend and Summer Outdoor Pool Schedule | dpr,/release/dpr-2018-memorial-day-weekend-and-summer-outdoor-pool-schedule,4
DPR 2018 Presidents’ Day Holiday Schedule | dpr,/release/dpr-2018-presidents’-day-holiday-schedule,2
DPR 2018 Veterans Day Schedule | dpr,/release/dpr-2018-veterans-day-schedule,3
DPR 2018-19 Indoor Pool Maintenance Closure Schedule | dpr,/release/dpr-2018-19-indoor-pool-maintenance-closure-schedule,1
DPR 2019-20 Indoor Pool Maintenance Closure Schedule | dpr,/release/dpr-2019-20-indoor-pool-maintenance-closure-schedule,1
DPR Accepting Applications for Summer 2017 Employment | dpr,/release/dpr-accepting-applications-summer-2017-employment,1
DPR Account | dpr,/node/1636261,4860
DPR Account | dpr,/page/dpr-account,9523
DPR Alerts | dpr,/DPRalerts,5
DPR Alerts | dpr,/am/dpralerts,1
DPR Alerts | dpr,/dpralerts,3816
DPR Alerts | dpr,/node/824682,3
DPR Alerts | dpr,/page/dpralerts,4
DPR and 100 Black Men of Greater Washington to Host Teen Town Hall | dpr,/release/dpr-and-100-black-men-greater-washington-host-teen-town-hall,3
DPR and Capital Area Food Bank Partner to Provide Food Distribution | dpr,/release/dpr-and-capital-area-food-bank-partner-provide-food-distribution,6
DPR and LimeBike Bring You #BiketheDistrict: Petals & Pedals Bike Series | dpr,/release/dpr-and-limebike-bring-you-bikethedistrict-petals-pedals-bike-series,1
DPR and the Office of Planning Announce the Parks and Recreation Master Plan | dpr,/release/dpr-and-office-planning-announce-parks-and-recreation-master-plan,1
DPR and USTA Bring Tennis to 2018 Fiesta DC Festival | dpr,/release/dpr-and-usta-bring-tennis-2018-fiesta-dc-festival,1
DPR Announces 2013 Labor Day Closures | dpr,/release/dpr-announces-2013-labor-day-closures,2
DPR Announces 2014 Indoor Pools Maintenance Closures Schedule | dpr,/release/dpr-announces-2014-indoor-pools-maintenance-closures-schedule,5
DPR Announces 2014 Labor Day Holiday Schedule | dpr,/release/dpr-announces-2014-labor-day-holiday-schedule,2
DPR Announces 2014 Winter Programs Registration | dpr,/release/dpr-announces-2014-winter-programs-registration,1
DPR Announces 2015 Independence Day Holiday Schedule | dpr,/release/dpr-announces-2015-independence-day-holiday-schedule-0,3
DPR Announces 2015 Veterans Day Schedule | dpr,/release/dpr-announces-2015-veterans-day-schedule,1
DPR Announces 2016 Columbus Day Schedule | dpr,/release/dpr-announces-2016-columbus-day-schedule,1
DPR Announces 2016 Indoor Pools Maintenance Closures Schedule | dpr,/release/dpr-announces-2016-indoor-pools-maintenance-closures-schedule,1
DPR Announces 2016 Labor Day Holiday Schedule | dpr,/release/dpr-announces-2016-labor-day-holiday-schedule,4
DPR Announces 2016 Memorial Day Weekend Pools and Facilities Schedule | dpr,/release/dpr-announces-2016-memorial-day-weekend-pools-and-facilities-schedule,5
DPR Announces 2016 Veterans Day Schedule | dpr,/release/dpr-announces-2016-veterans-day-schedule,1
DPR Announces 2017 Memorial Day Weekend and Summer Outdoor Pools Schedule | dpr,/release/dpr-announces-2017-memorial-day-weekend-and-summer-outdoor-pools-schedule,5
DPR Announces 2019 Outdoor Pools and Spray Parks Closure Schedule | dpr,/release/dpr-announces-2019-outdoor-pools-and-spray-parks-closure-schedule,7
DPR Announces 2020 Summer Camp Registration | dpr,/release/dpr-announces-2020-summer-camp-registration,8
DPR Announces An Outdoor Adventure Camp For District Youth | dpr,/release/dpr-announces-outdoor-adventure-camp-district-youth-0,2
DPR Announces Annual Sew N Know Fashion Show | dpr,/release/dpr-announces-annual-sew-n-know-fashion-show,1
"DPR Announces Change of Operational Hours Due to Staff Conference on Tuesday, January 31, 2017 | dpr",/release/dpr-announces-change-operational-hours-due-staff-conference-tuesday-january-31-2017,1
DPR Announces Closure Schedule for Martin Luther King Jr. Day | dpr,/release/dpr-announces-closure-schedule-martin-luther-king-jr-day,1
"DPR Announces Closure Schedule for Martin Luther King, Jr. Day | dpr",/release/dpr-announces-closure-schedule-martin-luther-king-jr-day-0,1
"DPR Announces Community Meetings for Playground Improvement Project, Play DC | dpr",/release/dpr-announces-community-meetings-playground-improvement-project-play-dc,1
DPR Announces Doggy Paddle Pool Day | dpr,/release/dpr-announces-doggy-paddle-pool-day,6
DPR Announces Emancipation Day Closures | dpr,/release/dpr-announces-emancipation-day-closures,4
DPR Announces Emery and Volta Playgrounds to Close for Repairs | dpr,/release/dpr-announces-emery-and-volta-playgrounds-close-repairs,1
DPR Announces Expanded 2016 Summer Outdoor Pools Schedule | dpr,/release/dpr-announces-expanded-2016-summer-outdoor-pools-schedule,4
DPR Announces Extended Schedule for Select Spray Parks | dpr,/release/dpr-announces-extended-schedule-select-spray-parks,5
"DPR Announces First 2014/2015 ""DPR Fun Day"" During DC Public Schools' Professional Development Days | dpr",/release/dpr-announces-first-20142015-dpr-fun-day-during-dc-public-schools-professional-development,1
"DPR Announces First 2016/2017 ""DPR Fun Day"" During DC Public Schools' Professional Development Days | dpr",/release/dpr-announces-first-20162017-dpr-fun-day-during-dc-public-schools-professional-development,1
DPR Announces Independence Day Weekend and Furlough Day Schedule | dpr,/release/dpr-announces-independence-day-weekend-and-furlough-day-schedule,5
DPR Announces New Regulations and Fees | dpr,/release/dpr-announces-new-regulations-and-fees,5
DPR Announces New Spray Park Hours and Independence Day Schedule | dpr,/release/dpr-announces-new-spray-park-hours-and-independence-day-schedule,1
DPR Announces Open Registration for Winter Programs | dpr,/release/dpr-announces-open-registration-winter-programs,1
"DPR Announces Partnership with the Save the Bill Butler and Julius Wyatt #2 Clubhouse Fund, and the Perry Center | dpr",/release/dpr-announces-partnership-save-bill-butler-and-julius-wyatt-2-clubhouse-fund-and-perry,23
DPR Announces Pop Up Jazz in the Park Series | dpr,/release/dpr-announces-pop-jazz-park-series,1
DPR Announces President's Day Holiday Schedule | dpr,/release/dpr-announces-presidents-day-holiday-schedule,5
DPR Announces Registration for Four Additional 2014 Summer Camps | dpr,/release/dpr-announces-registration-four-additional-2014-summer-camps,3
"DPR Announces Registration for the Second 2016/2017 “DPR Fun Day"" Days Begins Friday, Nov. 18 | dpr",/release/dpr-announces-registration-second-20162017-“dpr-fun-day-days-begins-friday-nov-18,1
"DPR Announces Registration for the Third & Final 2016/2017 “DPR Fun Day"" Begins Friday, Feb. 3 | dpr",/release/dpr-announces-registration-third-final-20162017-“dpr-fun-day-begins-friday-feb-3,5
DPR Announces Schedule for Impending Federal Shutdown | dpr,/release/dpr-announces-schedule-impending-federal-shutdown,23
"DPR Announces Schedule Updates to Ferebee-Hope, East Potomac and Barry Farm Aquatic Facilities | dpr",/release/dpr-announces-schedule-updates-ferebee-hope-east-potomac-and-barry-farm-aquatic-facilities,4
DPR Announces Second 2014 Summer Employment Hiring Fair | dpr,/release/dpr-announces-second-2014-summer-employment-hiring-fair,5
DPR Announces Sponsorship Opportunities for the 30th Annual Black History Invitational Swim Meet | dpr,/release/dpr-announces-sponsorship-opportunities-30th-annual-black-history-invitational-swim-meet,3
DPR Announces the 2012 Outdoor Pools Closure and Indoor Pools Maintenance Schedule | dpr,/release/dpr-announces-2012-outdoor-pools-closure-and-indoor-pools-maintenance-schedule,9
DPR Announces the 2012 Thanksgiving Holiday Schedule | dpr,/release/dpr-announces-2012-thanksgiving-holiday-schedule,1
DPR Announces the 2012 Thanksgiving Holiday Schedule | dpr,/release/dpr-announces-2012-thanksgiving-holiday-schedule-0,1
DPR Announces the 2013 Outdoor Pools Closure Schedule | dpr,/release/dpr-announces-2013-outdoor-pools-closure-schedule,9
DPR Announces the 2013 Spring-Summer Permits Schedule | dpr,/release/dpr-announces-2013-spring-summer-permits-schedule,1
DPR Announces the 2013 Winter Wondercamp Schedule | dpr,/release/dpr-announces-2013-winter-wondercamp-schedule,4
DPR Announces the 2014 Presidents Day Holiday Schedule | dpr,/release/dpr-announces-2014-presidents-day-holiday-schedule,2
DPR Announces the 2014 Spring/Summer Permits Schedule | dpr,/release/dpr-announces-2014-springsummer-permits-schedule,8
DPR Announces the 2014 Thanksgiving Holiday Schedule | dpr,/release/dpr-announces-2014-thanksgiving-holiday-schedule,2
DPR Announces the 2014 Winter Wondercamp Schedule | dpr,/release/dpr-announces-2014-winter-wondercamp-schedule,1
"DPR Announces the 2015 Spray Parks, Outdoor and Children's Pools Closure Schedule | dpr",/release/dpr-announces-2015-spray-parks-outdoor-and-childrens-pools-closure-schedule,4
DPR Announces the 2015 Spring/Summer Permits Schedule | dpr,/release/dpr-announces-2015-springsummer-permits-schedule,1
DPR Announces the 2016 Thanksgiving Holiday Schedule | dpr,/release/dpr-announces-2016-thanksgiving-holiday-schedule,1
DPR Announces the 2016 Winter Holiday Schedule | dpr,/am/release/dpr-announces-2016-winter-holiday-schedule,2
DPR Announces the 2016 Winter Holiday Schedule | dpr,/ar/release/dpr-announces-2016-winter-holiday-schedule,2
DPR Announces the 2016 Winter Holiday Schedule | dpr,/fr/release/dpr-announces-2016-winter-holiday-schedule,4
DPR Announces the 2016 Winter Holiday Schedule | dpr,/release/dpr-announces-2016-winter-holiday-schedule,2
DPR Announces the 2016 Winter Wondercamp Schedule | dpr,/release/dpr-announces-2016-winter-wondercamp-schedule,2
DPR Announces the 2017 Emancipation Day Holiday Schedule | dpr,/release/dpr-announces-2017-emancipation-day-holiday-schedule,3
DPR Announces the 2017 Park Vibes Series | dpr,/release/dpr-announces-2017-park-vibes-series,1
DPR Announces the 2017 Presidents’ Day Holiday Schedule | dpr,/release/dpr-announces-2017-presidents’-day-holiday-schedule,1
DPR Announces the 2017 Summer Permits Schedule | dpr,/release/dpr-announces-2017-summer-permits-schedule,1
DPR Announces the 29th Annual DC Senior Games | dpr,/release/dpr-announces-29th-annual-dc-senior-games,4
DPR Announces the 30th Annual DC Senior Games | dpr,/release/dpr-announces-30th-annual-dc-senior-games,4
DPR Announces the 4th of July (Independence Day) Holiday Schedule | dpr,/release/dpr-announces-4th-july-independence-day-holiday-schedule,7
DPR Announces the Arrival of Pickleball | dpr,/release/dpr-announces-arrival-pickleball,2
DPR Announces Two Recreation Centers and Pools to Close Due to Construction | dpr,/release/dpr-announces-two-recreation-centers-and-pools-close-due-construction,7
DPR Announces Urban Beekeeping Program | dpr,/release/dpr-announces-urban-beekeeping-program,1
DPR Announces Ways to Beat the Summer Heat | dpr,/release/dpr-announces-ways-beat-summer-heat,1
DPR Announces Wilson Aquatic Center New Lane Configurations | dpr,/release/dpr-announces-wilson-aquatic-center-new-lane-configurations,43
DPR Aquatic Centers Close March 23rd for Professional Development | dpr,/release/dpr-aquatic-centers-close-march-23rd-professional-development,4
DPR Aquatic Permits | dpr,/node/496602,3
DPR Aquatic Permits | dpr,/service/dpr-aquatic-permits,49
DPR Aquatics Division to Hold Candlelight Vigil in honor of Zaan Scott | dpr,/release/dpr-aquatics-division-hold-candlelight-vigil-honor-zaan-scott,2
DPR Aquatics Summer Employment Opportunities | dpr,/release/dpr-aquatics-summer-employment-opportunities,2
DPR Athletic Fields | dpr,/page/dpr-athletic-fields,629
DPR Brings Kids Fun Zone to H Street Festival | dpr,/release/dpr-brings-kids-fun-zone-h-street-festival,6
DPR Brings New Changes to the District's Youth Tackle Football League | dpr,/release/dpr-brings-new-changes-districts-youth-tackle-football-league,6
DPR Calendar | dpr,/DPRcalendar,27
DPR Camp-at-Home | dpr,/node/1479191,1
DPR Camp-at-Home | dpr,/page/dpr-camp-home,1
DPR Celebrates Black History Month by Hosting the 6th Annual Black Growers Conference | dpr,/release/dpr-celebrates-black-history-month-hosting-6th-annual-black-growers-conference,6
DPR Celebrates Earth Day with Citywide Park Clean Up and Monthly Seed Box Distribution | dpr,/release/dpr-celebrates-earth-day-citywide-park-clean-and-monthly-seed-box-distribution,6
DPR Celebrates Earth Day with Citywide Plogging and More | dpr,/release/dpr-celebrates-earth-day-citywide-plogging-and-more,4
DPR Celebrates Tennis in DC | dpr,/release/dpr-celebrates-tennis-dc,1
DPR Cheer and Dance Coaches and Youth Tumbling Clinic - Kennedy Recreation Center | dpr,/ar/event/dpr-cheer-and-dance-coaches-and-youth-tumbling-clinic-kennedy-recreation-center,1
DPR Cheer and Dance Coaches and Youth Tumbling Clinic - Kennedy Recreation Center | dpr,/fr/event/dpr-cheer-and-dance-coaches-and-youth-tumbling-clinic-kennedy-recreation-center,2
DPR Cheer and Dance Coaches and Youth Tumbling Clinic - Kennedy Recreation Center | dpr,/node/1189740/page_action/aggregate,4
DPR Cheer and Dance Showcase - Raymond Recreation Center | dpr,/event/dpr-cheer-and-dance-showcase-raymond-recreation-center,2
DPR City Wide Open House | dpr,/event/dpr-city-wide-open-house,3
DPR Citywide Cheer & Dance Showcase - Raymond Recreation Center | dpr,/event/dpr-citywide-cheer-dance-showcase-raymond-recreation-center,1
DPR Closed for 2018 All Staff Professional Development Conference | dpr,/release/dpr-closed-2018-all-staff-professional-development-conference,5
DPR Closed for 2021 All Staff Professional Development Conference | dpr,/release/dpr-closed-2021-all-staff-professional-development-conference,7
DPR Closed for the October 14 Holiday | dpr,/release/dpr-closed-october-14-holiday,6
DPR Closed in Observance of the Emancipation Day Holiday | dpr,/event/dpr-closed-observance-emancipation-day-holiday,2
DPR Closed in Observance of the Emancipation Day Holiday | dpr,/release/dpr-closed-observance-emancipation-day-holiday,2
"DPR Closed on Friday, October 21, 2022 for All-Staff Professional Development Conference | dpr",/release/dpr-closed-friday-october-21-2022-all-staff-professional-development-conference,4
DPR Closes all Facilities in Observance of Presidents Day | dpr,/release/dpr-closes-all-facilities-observance-presidents-day,1
DPR Closes all Facilities in Observance of Veterans Day | dpr,/release/dpr-closes-all-facilities-observance-veterans-day,1
DPR Closures in Response to COVID-19 | dpr,/release/dpr-closures-response-covid-19,10
DPR Community Day of Service | dpr,/event/dpr-community-day-service,1
DPR Community Meeting - Deanwood Recreation Center | dpr,/event/dpr-community-meeting-deanwood-recreation-center,2
DPR Community Meeting - Emery Recreation Center | dpr,/event/dpr-community-meeting-emery-recreation-center,2
DPR Community Meeting - Kennedy Recreation Center | dpr,/event/dpr-community-meeting-kennedy-recreation-center-0,1
DPR Community Meeting and Stakeholder Sign In Form | dpr,/stakeholder,282
DPR Community Service Application | dpr,/page/dpr-community-service-application,14
DPR Continues Normal Operations | dpr,/release/dpr-continues-normal-operations,1
DPR Crowns First DC Embassy World Cup Champion | dpr,/release/dpr-crowns-first-dc-embassy-world-cup-champion,3
DPR Customer Care Survey | dpr,/dprsurvey,144
DPR DC Pop Warner Football Teams Advance to National Championships | dpr,/release/dpr-dc-pop-warner-football-teams-advance-national-championships,19
DPR Director Jesús Aguirre to Host Fiscal Year 2013 | dpr,/release/dpr-director-jesús-aguirre-host-fiscal-year-2013,4
DPR Early Holiday Closure | dpr,/event/dpr-early-holiday-closure,2
DPR Elite Starz Cheer Team Are National Champions in 2019 | dpr,/page/dpr-elite-starz-cheer-team-are-national-champions-2019,70
DPR Emergency Treatment Form | dpr,/publication/dpr-emergency-treatment-form,3
DPR Employee Patrice “Boog” Harris Featured in Creed III | dpr,/release/dpr-employee-patrice-“boog”-harris-featured-creed-iii,14
DPR Employment Opportunities | dpr,/am/page/dpr-employment-opportunities,4
DPR Employment Opportunities | dpr,/fr/page/dpr-employment-opportunities,3
DPR Employment Opportunities | dpr,/node/562512,2
DPR Employment Opportunities | dpr,/page/dpr-employment-opportunities,2879
DPR Environmental Education Centers | dpr,/page/dpr-environmental-education-centers,14
DPR Events | dpr,/external-link/dpr-events,30
DPR Events | dpr,/node/1599431,1746
DPR Executive and Senior Staff | dpr,/es/page/dpr-executive-and-senior-staff,2
DPR Executive and Senior Staff | dpr,/page/dpr-executive-and-senior-staff,710
DPR Extends Monday Hours for District Pools | dpr,/release/dpr-extends-monday-hours-district-pools,5
DPR Extends Operating Hours at Many DC Pools | dpr,/release/dpr-extends-operating-hours-many-dc-pools,6
DPR Extends Operating Hours of District Pools | dpr,/release/dpr-extends-operating-hours-district-pools,5
DPR Extends Outdoor Pool Hours for the Remainder of the 4th of July Week | dpr,/release/dpr-extends-outdoor-pool-hours-remainder-4th-july-week,4
"DPR Extends Outdoor Pool Hours on Thursday, July 26th | dpr",/release/dpr-extends-outdoor-pool-hours-thursday-july-26th,5
DPR Extends Wilson Aquatic Facility's Maintenance Closure | dpr,/release/dpr-extends-wilson-aquatic-facilitys-maintenance-closure,1
DPR Facilities Affected by the District's Severe Thunderstorm | dpr,/release/dpr-facilities-affected-districts-severe-thunderstorm,4
DPR Facilities Closed in Observance of Veterans Day | dpr,/release/dpr-facilities-closed-in-observance-veterans-day-0,8
DPR Facilities Opens on Time Today | dpr,/release/dpr-facilities-opens-time-today,1
"DPR Facilities To Open on a Delayed Schedule on Wednesday, January 22 | dpr",/release/dpr-facilities-open-delayed-schedule-wednesday-january-22,1
"DPR Facilities To Open on a Two-Hour Delayed Schedule for Friday, March 6 | dpr",/release/dpr-facilities-open-two-hour-delayed-schedule-friday-march-6,7
DPR Facility and Summer Camp Closures | dpr,/release/dpr-facility-and-summer-camp-closures,4
DPR Facilties Closed for the 2012 MLK Holiday | dpr,/release/dpr-facilties-closed-2012-mlk-holiday,5
DPR Fields will Close Today Due to Heat Advisory | dpr,/release/dpr-fields-will-close-today-due-heat-advisory,8
DPR Fitness Centers | dpr,/am/page/dpr-fitness-centers,62
DPR Fitness Centers | dpr,/fr/page/dpr-fitness-centers,6
DPR Fitness Centers | dpr,/ko/page/dpr-fitness-centers,78
DPR Fitness Centers | dpr,/page/dpr-fitness-centers,5143
DPR Fun Day - Feb 17 | dpr,/event/dpr-fun-day-feb-17,1
DPR Fun Day | dpr,/event/dpr-fun-day,3
DPR Fun Day | dpr,/event/dpr-fun-day-0,2
DPR Fun Day | dpr,/event/dpr-fun-day-1,1
DPR Fun Day | dpr,/event/dpr-fun-day-2,9
DPR Fun Day Camp | dpr,/am/page/dpr-fun-day-camp,2
DPR Fun Day Camp | dpr,/page/dpr-fun-day-20152016,3
DPR Fun Day Camp | dpr,/page/dpr-fun-day-camp,202
DPR General Waiver Form | dpr,/publication/dpr-general-waiver-form,21
DPR Geocaching | dpr,/ar/node/1254036,2
DPR Geocaching | dpr,/page/dpr-geocaching,113
DPR Girls Summer Basketball League - Schedule and Results | dpr,/service/dpr-girls-summer-basketball-league-schedule-and-results,4
DPR Grass Fields Close for Winter Season | dpr,/release/dpr-grass-fields-close-winter-season,8
DPR Gymnasium Locations | dpr,/publication/dpr-gymnasium-locations,1
DPR Gymnasiums | dpr,/node/556782,5
DPR Gymnasiums | dpr,/page/dpr-gymnasiums,67
DPR Gyms Open Early with Celebrity Trainer at Deanwood | dpr,/release/dpr-gyms-open-early-celebrity-trainer-deanwood,5
DPR Headquarters is Moving August 30 | dpr,/release/dpr-headquarters-moving-august-30,6
DPR Headquarters Relocation | dpr,/page/dpr-headquarters-relocation,58
DPR Hiring Lifeguards | dpr,/node/1042812,6
"DPR holds Annual Staff Development Conference on Wednesday, September 26th - All Facilities & Administrative Offices will be Closed | dpr",/release/dpr-holds-annual-staff-development-conference-wednesday-september-26th-all-facilities,1
DPR Holiday Closure - Christmas Day (2016) | dpr,/event/dpr-holiday-closure-christmas-day-2016,1
DPR Holiday Closure - Christmas Day Observed (2016) | dpr,/am/event/dpr-holiday-closure-christmas-day-observed-2016,1
DPR Holiday Closure - Christmas Day Observed (2016) | dpr,/event/dpr-holiday-closure-christmas-day-observed-2016,1
DPR Holiday Closure - New Years Day Observed (2017) | dpr,/am/event/dpr-holiday-closure-new-years-day-observed-2017,1
DPR Holiday Closure - New Years Day Observed (2017) | dpr,/event/dpr-holiday-closure-new-years-day-observed-2017,1
DPR Holiday Closure - New Years Day Observed (2017) | dpr,/node/1207631/,1
DPR Holiday Closure - Presidents’ Day | dpr,/event/dpr-holiday-closure-presidents’-day,1
DPR Holiday Closure | dpr,/ar/node/946832,97
DPR Holiday Closure | dpr,/event/dpr-holiday-closure,5
DPR Holiday Closure | dpr,/event/dpr-holiday-closure-0,110
DPR Holiday Closure | dpr,/event/dpr-holiday-closure-3,12
DPR Holiday Closure | dpr,/vi/node/946832,1
DPR Hosts 2018-2019 Co-op Play Program Open Houses | dpr,/release/dpr-hosts-2018-2019-co-op-play-program-open-houses,1
DPR Hosts 2019-2020 Co-op Play Program Open Houses | dpr,/release/dpr-hosts-2019-2020-co-op-play-program-open-houses,5
DPR Hosts 28th Annual Senior Games | dpr,/release/dpr-hosts-28th-annual-senior-games,3
