# Hostname exactly matches does.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
Statistics for Employers | does,/node/154822,3
Statistics for Employers | does,/page/statistics-employers,9
Sterile Processing Technician | does,/es/node/1745121,2
Sterile Processing Technician | does,/node/1745121,159
Sterile Processing Technician | does,/page/sterile-processing-technician,1827
Surgical Technician | does,/es/node/1745126,7
Surgical Technician | does,/node/1745126,84
Surgical Technician | does,/page/surgical-technician,1130
Talent Tuesday and First Take Friday Opportunities | does,/node/1502696,2
Talent Tuesday and First Take Friday Opportunities | does,/page/talent-tuesday-and-first-take-friday-opportunities,37
Ta-Tanisha Wallace | does,/biography/ta-tanisha-wallace,23
Tax and Wage Reporting | does,/node/200672,41
Tax and Wage Reporting | does,/publication/tax-and-wage-reporting,10
Tax Rate Questions | does,/am/service/tax-rate-questions,2
Tax Rate Questions | does,/es/service/tax-rate-questions,16
Tax Rate Questions | does,/service/tax-rate-questions,661
The Conversation that Gets the Job (Interviewing Skills) Workshops | does,/node/1476126,321
The Conversation that Gets the Job (Interviewing Skills) Workshops | does,/page/conversation-gets-job-interviewing-skills-workshops,29
The current DC Apprenticeship Council members are as follows: | does,/page/current-dc-apprenticeship-council-members-are-follows,40
The Executive Building | does,/address/executive-building,1
The George Washington University Hospital Training Program | does,/es/node/1745151,30
The George Washington University Hospital Training Program | does,/node/1745151,227
The George Washington University Hospital Training Program | does,/page/george-washington-university-hospital-training-program,948
The Mayor's Opportunity Scholarship | does,/page/2018-abdool-s-akhran-scholarship-program,1
The Mayor's Opportunity Scholarship | does,/page/2019-mayors-opportunity-scholarship,1
The Mayor's Opportunity Scholarship | does,/page/mayors-opportunity-scholarship,181
The Mayor's Opportunity Scholarship | does,/page/mayors-opportunity-scholarship/,15
Tipped Workers Coordinating Council | does,/node/1538641,62
Tipped Workers Coordinating Council | does,/page/tipped-workers-coordinating-council,11
"To Give At Risk Residents a Fair Shot, Mayor Bowser Announces Launch of Office of Neighborhood Safety and Engagement’s 7th Pathways Program Cohort | does",/release/give-risk-residents-fair-shot-mayor-bowser-announces-launch-office-neighborhood-safety-and,1
tonyea.tharpe | does,/users/tonyeatharpe,2
Top 200 Employers 2022 | does,/publication/top-200-employers-2022,1058
Trade Adjustment Assistance | does,/am/service/trade-adjustment-assistance,2
Trade Adjustment Assistance | does,/es/service/trade-adjustment-assistance,3
Trade Adjustment Assistance | does,/fr/page/how-apply2,1
Trade Adjustment Assistance | does,/page/how-apply2,15
Trade Adjustment Assistance | does,/service/trade-adjustment-assistance,101
Training Partnerships for DCAHC | does,/es/node/1745341,13
Training Partnerships for DCAHC | does,/node/1745341,165
Training Partnerships for DCAHC | does,/service/training-partnerships-dcahc,704
Trinity Washington University - Training Program | does,/es/node/1745171,15
Trinity Washington University - Training Program | does,/node/1745171,398
Trinity Washington University - Training Program | does,/page/trinity-washington-university-training-program,777
TWCC Meeting | does,/page/twcc-meeting,0
UI Tax for Employers | does,/am/page/ui-tax-employers,6
UI Tax for Employers | does,/es/page/ui-tax-employers,18
UI Tax for Employers | does,/fr/page/ui-tax-employers,4
UI Tax for Employers | does,/page/ui-tax-employers,3376
UI Taxes | does,/am/page/ui-taxes,2
UI Taxes | does,/es/page/ui-taxes,3
UI Taxes | does,/node/154792,1
UI Taxes | does,/page/ui-taxes,1583
Unemployment Alert | does,/alert/unemployment-alert,17
Unemployment Compensation | does,/am/page/unemployment-compensation,119
Unemployment Compensation | does,/es/page/unemployment-compensation,9
Unemployment Compensation | does,/page/unemployment-compensation,13453
Unemployment Compensation Claims Data | does,/publication/unemployment-compensation-claims-data,20
Unemployment Compensation for Former Federal Employees | does,/service/unemployment-compensation-former-federal-employees,1910
Unemployment Data for DC Wards | does,/page/unemployment-data-dc-wards,200
Unemployment Insurance Benefits Systems Modernization | does,/am/node/1699596,9
Unemployment Insurance Benefits Systems Modernization | does,/service/unemployment-insurance-benefits-systems-modernization,5214
Union Apprenticeship Sponsor List | does,/node/194832,225
Union Apprenticeship Sponsor List | does,/publication/union-apprenticeship-sponsor-list,1
User account | does,/user,105
User account | does,/user/password,9
Utility Workforce Training Coming to D.C. | does,/release/utility-workforce-training-coming-dc,6
Vanessa Weatherington | does,/biography/vanessa-weatherington,18
Vendor Outage Impacts District of Columbia Paid Family Leave System and Virtual One-Stop | does,/release/vendor-outage-impacts-district-columbia-paid-family-leave-system-and-virtual-one-stop,3
Veteran Services | does,/am/service/veteran-services,1
Veteran Services | does,/service/veteran-services,65
Veterans | does,/am/service/veterans,2
Veterans | does,/service/veterans,370
Victor Robertson | does,/biography/victor-robertson,106
Vietnamese (Tiếng Việt) | does,/page/does-vietnamese-tiếng-việt-1,32
Wage & Hour Reports | does,/page/wage-hour-reports,22
WAGE AND HOUR PUBLIC NOTICE | does,/page/wage-and-hour-public-notice,97
Wage Schedule | does,/page/wage-schedule,158
Walk for Workforce Highlights Community in Ward 7 and Throughout District | does,/release/walk-workforce-highlights-community-ward-7-and-throughout-district,3
Washington Metro Unemployment Rate at 5.7 percent | does,/release/washington-metro-unemployment-rate-57-percent,1
Washington Metro Unemployment Rate at 5.8 Percent | does,/release/washington-metro-unemployment-rate-58-percent,1
Washington Metro’s Unemployment Rate at 2.6 percent | does,/release/washington-metro’s-unemployment-rate-26-percent,1
Washington Metro’s Unemployment Rate at 2.7 Percent | does,/release/washington-metro’s-unemployment-rate-27-percent,1
Washington Metro’s Unemployment Rate at 2.8 percent | does,/release/washington-metro’s-unemployment-rate-28-percent-0,2
Washington Metro’s Unemployment Rate at 2.8% | does,/release/washington-metro’s-unemployment-rate-28-0,1
Washington Metro’s Unemployment Rate at 2.9 percent | does,/release/washington-metro’s-unemployment-rate-29-percent-1,0
Washington Metro’s Unemployment Rate at 3.0 Percent | does,/release/washington-metro’s-unemployment-rate-30-percent,1
Washington Metro’s Unemployment Rate at 3.2 percent | does,/release/washington-metro’s-unemployment-rate-32-percent-2,2
Washington Metro’s Unemployment Rate at 3.2 percent | does,/release/washington-metro’s-unemployment-rate-32-percent-3,1
Washington Metro’s Unemployment Rate at 3.2% | does,/release/washington-metro’s-unemployment-rate-32,6
Washington Metro’s Unemployment Rate at 3.3 Percent | does,/release/washington-metro’s-unemployment-rate-33-percent-0,1
Washington Metro’s Unemployment Rate at 3.3 percent | does,/release/washington-metro’s-unemployment-rate-33-percent1,0
Washington Metro’s Unemployment Rate at 3.5 Percent | does,/release/washington-metro’s-unemployment-rate-35-percent,1
Washington Metro’s Unemployment Rate at 3.5 Percent | does,/release/washington-metro’s-unemployment-rate-35-percent-0,1
Washington Metro’s Unemployment Rate at 3.6% | does,/release/washington-metro’s-unemployment-rate-36,3
Washington Metro’s Unemployment Rate at 4.2 percent | does,/release/washington-metro’s-unemployment-rate-42-percent,4
Washington Metro’s Unemployment Rate at 4.3 percent | does,/release/washington-metro’s-unemployment-rate-43-percent,3
Washington Metro’s Unemployment Rate at 4.5 percent | does,/node/1777951,3
Washington Metro’s Unemployment Rate at 4.5 percent | does,/node/1789371,4
Washington Metro’s Unemployment Rate at 4.5 percent | does,/release/washington-metro’s-unemployment-rate-45-percent,8
Washington Metro’s Unemployment Rate at 4.5 percent | does,/release/washington-metro’s-unemployment-rate-45-percent-0,11
Washington Metro’s Unemployment Rate at 4.5 percent | does,/release/washington-metro’s-unemployment-rate-45-percent-1,13
Washington Metro’s Unemployment Rate at 4.8 percent | does,/release/washington-metro’s-unemployment-rate-48-percent,0
Washington Metro’s Unemployment Rate at 4.9 percent | does,/release/washington-metro’s-unemployment-rate-49-percent,1
Washington Metro’s Unemployment Rate at 4.9 percent | does,/release/washington-metro’s-unemployment-rate-49-percent-0,1
Washington Metro’s Unemployment Rate at 5.0 percent | does,/release/washington-metro’s-unemployment-rate-50-percent,1
Washington Metro’s Unemployment Rate at 5.0 percent | does,/release/washington-metro’s-unemployment-rate-50-percent-0a,22
Washington Metro’s Unemployment Rate at 5.1 percent | does,/release/washington-metro’s-unemployment-rate-51-percent,114
Washington Metro’s Unemployment Rate at 5.6 Percent | does,/release/washington-metro’s-unemployment-rate-56-percent-0,1
Washington Metro’s Unemployment Rate at 5.6 Percent | does,/release/washington-metro’s-unemployment-rate-56-percent-1,9
Washington Metro’s Unemployment Rate at 5.6 Percent | does,/release/washington-metro’s-unemployment-rate-56-percent-1a,531
Washington Metro’s Unemployment Rate at 6.1 percent | does,/release/washington-metro’s-unemployment-rate-61-percent,1
"Washington Metropolitan Division’s Unemployment Rate at 2.7 Percent, Remains Steady Since November 2023 | does",/release/washington-metro’s-unemployment-rate-27-1percent,2
"Washington, DC's Hot 50 Jobs | does",/page/washington-dcs-hot-50-jobs,1594
"Washington, DC's Top 20 Gateway Jobs | does",/page/washington-dcs-top-20-gateway-jobs,13
Washington-Arlington-Alexandria DC-VA-MD-WV Metropolitan Statistical Area Long-Term Industry and Occupational Projections | does,/node/184892,9
Washington-Arlington-Alexandria DC-VA-MD-WV Metropolitan Statistical Area Long-Term Industry and Occupational Projections | does,/publication/washington-arlington-alexandria-dc-va-md-wv-metropolitan-statistical-area-long-term,15
Webinars | does,/page/webinars-2,23
What are the functions of the DC Apprenticeship Council? | does,/page/what-are-functions-dc-apprenticeship-council,22
What Is Unemployment Insurance Fraud? | does,/am/page/what-unemployment-insurance-fraud,1
What Is Unemployment Insurance Fraud? | does,/es/page/what-unemployment-insurance-fraud,34
What Is Unemployment Insurance Fraud? | does,/fr/page/what-unemployment-insurance-fraud,3
What Is Unemployment Insurance Fraud? | does,/node/224142,1
What Is Unemployment Insurance Fraud? | does,/page/what-unemployment-insurance-fraud,392
Work Experience (WEX) | does,/service/work-experience-wex,151
Work Opportunity Tax Credit - Eligible Target Groups | does,/es/page/eligible-target-group-workopp,1
Work Opportunity Tax Credit - Eligible Target Groups | does,/page/eligible-target-group-workopp,27
Work Opportunity Tax Credit - How To Apply | does,/page/work-opportunity-tax-credit-apply,1
Work Opportunity Tax Credit - How To Apply | does,/page/work-opportunity-tax-credit-new-how,62
Work Opportunity Tax Credit - Program Updates | does,/page/work-opportunity-tax-credit-002,1
Work Opportunity Tax Credit - Program Updates | does,/page/work-opportunity-tax-credit-new,59
Work Opportunity Tax Credit | does,/es/page/work-opportunity-tax-credit,2
Work Opportunity Tax Credit | does,/fr/page/work-opportunity-tax-credit,2
Work Opportunity Tax Credit | does,/node/155162,4
Work Opportunity Tax Credit | does,/page/work-opportunity-tax-credit,284
Workers' Compensation - DOES | does,/am/page/workers-compensation-does,10
Workers' Compensation - DOES | does,/es/page/workers-compensation-does,18
Workers' Compensation - DOES | does,/node/156082,38
Workers' Compensation - DOES | does,/page/workers-compensation-does,5534
Workers' Compensation - DOES | does,/page/workers-compensation-does/,2
Workers' Compensation FAQs - DOES | does,/node/192372,12
Workers' Compensation FAQs - DOES | does,/page/workers-compensation-faqs-does,246
Workers’ Compensation Legal Process General Information | does,/node/1634631,56
Workers’ Compensation Legal Process General Information | does,/page/workers’-compensation-legal-process-general-information,284
Workforce Innovation and Opportunity Act (WIOA) | does,/am/page/workforce-innovation-and-opportunity-act-wioa,2
Workforce Innovation and Opportunity Act (WIOA) | does,/page/workforce-innovation-and-opportunity-act-wioa,1137
Workforce on Wheels | does,/es/service/workforce-wheels,1
Workforce on Wheels | does,/page/workforce-wheels,139
Workforce on Wheels | does,/service/workforce-wheels,44
Workforce Wednesdays | does,/page/workforce-wednesdays,11
WOTC Modernization | does,/page/wotc-modernization,36
You're Hired! How to Keep Your Job Workshop | does,/page/your-hired-how-keep-your-job-workshop,1
You're Hired! How to Keep Your Job Workshop | does,/page/youre-hired-how-keep-your-job-workshop,1
Youth Services | does,/am/service/youth-services,1
Youth Services | does,/fr/service/youth-services,2
Youth Services | does,/service/youth-services,4454
Youth Services | does,/service/youth-services/,69
