# Hostname exactly matches dhcf.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
Medicaid Update: Transmittal #15-31 - Implementation of the Outpatient Hospital Payment Methodology | dhcf,/node/1109866,7
Medicaid Update: Transmittal #15-31 - Implementation of the Outpatient Hospital Payment Methodology | dhcf,/publication/medicaid-update-transmittal-15-31-implementation-outpatient-hospital-payment-methodology,1
Medicaid Update: Transmittal #15-32 - Date Change for Adult Day Health Program [ADHP] Implementation | dhcf,/node/1110836,6
Medicaid Update: Transmittal #15-33 - Supporting Community Re-Integrration and Continuity of Care | dhcf,/node/1112701,3
Medicaid Update: Transmittal #15-33 - Supporting Community Re-Integrration and Continuity of Care | dhcf,/publication/medicaid-update-transmittal-15-33-supporting-community-re-integrration-and-continuity,4
Medicaid Update: Transmittal #15-34 - FY 2016 Medicaid Hospice Rates | dhcf,/node/1113477,1
Medicaid Update: Transmittal #15-34 - FY 2016 Medicaid Hospice Rates | dhcf,/publication/medicaid-update-transmittal-15-34-fy-2016-medicaid-hospice-rates,1
Medicaid Update: Transmittal #15-35 Medicaid PCP Rate Permanent Extension for Qualified Physicians and APRN | dhcf,/node/1114417,1
Medicaid Update: Transmittal #15-35 Medicaid PCP Rate Permanent Extension for Qualified Physicians and APRN | dhcf,/publication/medicaid-update-transmittal-15-35-medicaid-pcp-rate-permanent-extension-qualified,2
Medicaid Update: Transmittal #15-36 Durable Medical Equipment (DME) Fee Schedule Updates | dhcf,/node/1117562,7
Medicaid Update: Transmittal #15-37 Implementation of Person-Centered Planning | dhcf,/es/publication/medicaid-update-transmittal-15-37-implementation-person-centered-planning,5
Medicaid Update: Transmittal #15-37 Implementation of Person-Centered Planning | dhcf,/node/1116392,1
Medicaid Update: Transmittal #15-37 Implementation of Person-Centered Planning | dhcf,/publication/medicaid-update-transmittal-15-37-implementation-person-centered-planning,9
Medicaid Update: Transmittal #15-42 DHCF and DOEE Joint Letter Regarding Lead Poisoning Prevention Week | dhcf,/node/1123036,6
Medicaid Update: Transmittal 14-09 New Quality Improvement Organization for the District of Columbia | dhcf,/node/743882,1
Medicaid Update: Transmittal 14-09 New Quality Improvement Organization for the District of Columbia | dhcf,/publication/medicaid-update-transmittal-14-09-new-quality-improvement-organization-district-columbia,1
Medicaid Update: Transmittal 14-10 2014 CPT-HCPCS Codes Updates | dhcf,/node/748972,4
Medicaid Update: Transmittal 14-10 2014 CPT-HCPCS Codes Updates | dhcf,/publication/medicaid-update-transmittal-14-10-2014-cpt-hcpcs-codes-updates,1
"Medicaid Update: Transmittal 14-11 Maintenance of State Supplementary Payment Effective January 1, 2014 | dhcf",/node/755702,1
"Medicaid Update: Transmittal 14-11 Maintenance of State Supplementary Payment Effective January 1, 2014 | dhcf",/publication/medicaid-update-transmittal-14-11-maintenance-state-supplementary-payment-effective,1
Medicaid Update: Transmittal 14-12 Medicare Enrollment Requirement for Medicaid Participatio | dhcf,/node/758312,1
Medicaid Update: Transmittal 14-13 Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/node/769762,5
Medicaid Update: Transmittal 14-13 Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-14-13-reimbursement-out-pocket-expenditures-non-managed-care,1
Medicaid Update: Transmittal 14-14 Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/node/769752,1
Medicaid Update: Transmittal 14-14 Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-14-14-reimbursement-out-pocket-expenditures-managed-care,8
Medicaid Update: Transmittal 14-16 Cost of Living Increase for January 2014 | dhcf,/node/781772,3
Medicaid Update: Transmittal 14-17 Suspension of the Waiting List for Services under the Home & Community Based Waiver for the Elderly & Persons with Physical Disabilities (EPD) | dhcf,/publication/medicaid-update-transmittal-14-17-suspension-waiting-list-services-under-home-community,6
Medicaid Update: Transmittal 14-18 Former Foster Care Medicaid Eligibility Policy | dhcf,/node/804552,6
Medicaid Update: Transmittal 14-19 Instructions for Submitting Transfer Cases to Eligible Providers | dhcf,/node/815792,3
Medicaid Update: Transmittal 14-19 Instructions for Submitting Transfer Cases to Eligible Providers | dhcf,/publication/medicaid-update-transmittal-14-19-instructions-submitting-transfer-cases-eligible,2
Medicaid Update: Transmittal 14-21 Policy Regarding Medicaid Coverage to Promote Breast Feeding | dhcf,/node/815752,3
Medicaid Update: Transmittal 14-21 Policy Regarding Medicaid Coverage to Promote Breast Feeding | dhcf,/publication/medicaid-update-transmittal-14-21-policy-regarding-medicaid-coverage-promote-breast,10
Medicaid Update: Transmittal 14-22 Changes in Medicaid Personal Care Aide (PCA) Rates | dhcf,/node/822092,1
Medicaid Update: Transmittal 14-23 All Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICFs/IID) Receiving Medicaid Reimbursements | dhcf,/node/873682,5
Medicaid Update: Transmittal 14-24 Medicaid Coverage of Long Acting Reversible Contraception | dhcf,/node/901592,6
Medicaid Update: Transmittal 14-25 Fee Schedule Updates | dhcf,/node/901392,6
Medicaid Update: Transmittal 14-25 Fee Schedule Updates | dhcf,/publication/medicaid-update-transmittal-14-25-fee-schedule-updates,1
Medicaid Update: Transmittal 14-26 on Durable Medical Equipment - REVISED | dhcf,/node/901702,1
Medicaid Update: Transmittal 14-26 on Durable Medical Equipment - REVISED | dhcf,/publication/medicaid-update-transmittal-14-26-durable-medical-equipment-revised,2
Medicaid Update: Transmittal 14-27 Update on Retroactive Implementation | dhcf,/node/901732,1
Medicaid Update: Transmittal 14-27 Update on Retroactive Implementation | dhcf,/publication/medicaid-update-transmittal-14-27-update-retroactive-implementation,3
Medicaid Update: Transmittal 14-30 Medicaid Reimbursement Rates | dhcf,/node/927682,1
Medicaid Update: Transmittal 14-31 Requirements on Blood Lead Screening | dhcf,/node/927652,1
Medicaid Update: Transmittal 14-31 Requirements on Blood Lead Screening | dhcf,/publication/medicaid-update-transmittal-14-31-requirements-blood-lead-screening,3
Medicaid Update: Transmittal 14-32 Reassessment for Personal Care Aide (PCA) Services | dhcf,/node/928812,1
Medicaid Update: Transmittal 14-32 Reassessment for Personal Care Aide (PCA) Services | dhcf,/publication/medicaid-update-transmittal-14-32-reassessment-personal-care-aide-pca-services,7
Medicaid Update: Transmittal 14-33 Medicaid Coverage Policies for Organ Transplantation | dhcf,/node/961312,1
Medicaid Update: Transmittal 14-33 Medicaid Coverage Policies for Organ Transplantation | dhcf,/publication/medicaid-update-transmittal-14-33-medicaid-coverage-policies-organ-transplantation,5
Medicaid Update: Transmittal 14-33 Organ Transplant | dhcf,/publication/medicaid-update-transmittal-14-33-organ-transplant01,2
Medicaid Update: Transmittal 14-34 Presumptive Eligibility Determiniations | dhcf,/node/964042,4
Medicaid Update: Transmittal 14-34 Presumptive Eligibility Determiniations | dhcf,/publication/medicaid-update-transmittal-14-34-presumptive-eligibility-determiniations,4
Medicaid Update: Transmittal 14-35 Language Access for Individuals With Limited English Proficiency (LEP) | dhcf,/node/972562,6
Medicaid Update: Transmittal 14-35 Language Access for Individuals With Limited English Proficiency (LEP) | dhcf,/publication/medicaid-update-transmittal-14-35-language-access-individuals-limited-english,5
Medicaid Update: Transmittal 15-01 Reimbursement Rates Updates for Home Health Agencies | dhcf,/node/981842,1
Medicaid Update: Transmittal 15-01 Reimbursement Rates Updates for Home Health Agencies | dhcf,/publication/medicaid-update-transmittal-15-01-reimbursement-rates-updates-home-health-agencies,1
Medicaid Update: Transmittal 15-02 Procedure Code Modifier Combinations | dhcf,/publication/medicaid-update-transmittal-15-02-procedure-code-modifier-combinations,10
Medicaid Update: Transmittal 15-03 Procedures for Reimbursement of Out-of-Pocket Expenditures | dhcf,/node/996762,1
Medicaid Update: Transmittal 15-04 Authorization Procedures for Organ Transplantation | dhcf,/node/996772,1
Medicaid Update: Transmittal 15-04 Authorization Procedures for Organ Transplantation | dhcf,/publication/medicaid-update-transmittal-15-04-authorization-procedures-organ-transplantation,3
Medicaid Update: Transmittal 15-05 Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/node/996782,1
Medicaid Update: Transmittal 15-06 Changes in the EPD and HCBS Waiver Population of the Money Follows the Person | dhcf,/node/996802,1
Medicaid Update: Transmittal 15-06 Changes in the EPD and HCBS Waiver Population of the Money Follows the Person | dhcf,/publication/medicaid-update-transmittal-15-06-changes-epd-and-hcbs-waiver-population-money-follows,1
Medicaid Update: Transmittal 15-07 New Managed Care Enrollment Procedures | dhcf,/node/1020342,4
Medicaid Update: Transmittal 15-07 New Managed Care Enrollment Procedures | dhcf,/publication/medicaid-update-transmittal-15-07-new-managed-care-enrollment-procedures,1
Medicaid Update: Transmittal 15-08 Medicaid Recovery Audit Contractor (RAC) Program | dhcf,/node/1030742,1
Medicaid Update: Transmittal 15-08 Medicaid Recovery Audit Contractor (RAC) Program | dhcf,/publication/medicaid-update-transmittal-15-08-medicaid-recovery-audit-contractor-rac-program,3
Medicaid Update: Transmittal 15-09 Prior Authorization Extensions Due to late Long-term Care Assessments | dhcf,/node/1030682,1
Medicaid Update: Transmittal 15-09 Prior Authorization Extensions Due to late Long-term Care Assessments | dhcf,/publication/medicaid-update-transmittal-15-09-prior-authorization-extensions-due-late-long-term-care,7
Medicaid Update: Transmittal 15-10 - Provider Application Fee | dhcf,/node/1032682,1
Medicaid Update: Transmittal 15-10 - Provider Application Fee | dhcf,/publication/medicaid-update-transmittal-15-10-provider-application-fee,1
Medicaid Update: Transmittal 15-11 - Implementation of the Inpatient Hospital Payment Methodology | dhcf,/node/1050212,1
Medicaid Update: Transmittal 15-11 - Implementation of the Inpatient Hospital Payment Methodology | dhcf,/publication/medicaid-update-transmittal-15-11-implementation-inpatient-hospital-payment-methodology,7
Medicaid Update: Transmittal 15-12 - Ordering and Referring Physicians; Long-term Care Service and Support Providers | dhcf,/node/1056282,4
Medicaid Update: Transmittal 15-13 - Implementation of the Specialty Hospital Payment Methodology | dhcf,/node/1058992,1
Medicaid Update: Transmittal 15-13 - Implementation of the Specialty Hospital Payment Methodology | dhcf,/publication/medicaid-update-transmittal-15-13-implementation-specialty-hospital-payment-methodology,6
Medicaid Update: Transmittal 15-14 - Authorization for Personal Care Aide (PCA) Services - Revised | dhcf,/node/1061512,1
Medicaid Update: Transmittal 15-15- Billing for State Plan Adult Day Health Program Services - Revised | dhcf,/node/1067392,1
Medicaid Update: Transmittal 15-15- Billing for State Plan Adult Day Health Program Services - Revised | dhcf,/publication/medicaid-update-transmittal-15-15-billing-state-plan-adult-day-health-program-services,2
Medicaid Update: Transmittal 15-16- New Process to Submit Notification of Newborns to Enroll in DC Medicaid | dhcf,/node/1073302,1
Medicaid Update: Transmittal 15-16- New Process to Submit Notification of Newborns to Enroll in DC Medicaid | dhcf,/publication/medicaid-update-transmittal-15-16-new-process-submit-notification-newborns-enroll-dc,2
Medicaid Update: Transmittal 15-17- Changes to the ICF/IID Reimbursement Methodology | dhcf,/node/1074402,1
Medicaid Update: Transmittal 15-17- Changes to the ICF/IID Reimbursement Methodology | dhcf,/publication/medicaid-update-transmittal-15-17-changes-icfiid-reimbursement-methodology,0
Medicaid Update: Transmittal 15-18 - Laboratory Fee Schedule Updates | dhcf,/node/1087712,1
Medicaid Update: Transmittal 15-18 - Laboratory Fee Schedule Updates | dhcf,/publication/medicaid-update-transmittal-15-18-laboratory-fee-schedule-updates,6
Medicaid Update: Transmittal 15-19 - Anesthesia Pricing Update | dhcf,/node/1087722,1
Medicaid Update: Transmittal 15-19 - Anesthesia Pricing Update | dhcf,/publication/medicaid-update-transmittal-15-19-anesthesia-pricing-update,2
Medicaid Update: Transmittal 15-20 - Physician-Administered Drug Fee Schedule Update | dhcf,/node/1087732,1
Medicaid Update: Transmittal 15-20 - Physician-Administered Drug Fee Schedule Update | dhcf,/publication/medicaid-update-transmittal-15-20-physician-administered-drug-fee-schedule-update,3
Medicaid Update: Transmittal 15-21 - Medicaid State Plan Personal Care Aide Services When Multiple PCA’s Provide Service in the Same Day | dhcf,/node/1088562,1
Medicaid Update: Transmittal 15-22 - National Correct Coding Procedure to Procedure Edits | dhcf,/node/1089222,1
Medicaid Update: Transmittal 15-22 - National Correct Coding Procedure to Procedure Edits | dhcf,/publication/medicaid-update-transmittal-15-22-national-correct-coding-procedure-procedure-edits,5
Medicaid Update: Transmittal 15-23 - UPDATED: Nursing Facility Placement Procedures | dhcf,/node/1091682,1
Medicaid Update: Transmittal 15-23 - UPDATED: Nursing Facility Placement Procedures | dhcf,/publication/medicaid-update-transmittal-15-23-updated-nursing-facility-placement-procedures,1
Medicaid Update: Transmittal 15-24 - Revision of the Preadmission Screening for Resident Review (PASRR) | dhcf,/publication/medicaid-update-transmittal-15-24-revision-preadmission-screening-resident-review-pasrr,3
Medicaid Update: Transmittal 15-25 - Long Term Care Financial Eligibility Policy | dhcf,/node/1092232,5
Medicaid Update: Transmittal 15-25 - Long Term Care Financial Eligibility Policy | dhcf,/publication/medicaid-update-transmittal-15-25-long-term-care-financial-eligibility-policy,1
Medicaid Update: Transmittal 15-26 - Notice to Pharmacies for Medicaid Beneficiaries | dhcf,/node/1099772,1
Medicaid Update: Transmittal 15-26 - Notice to Pharmacies for Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-15-26-notice-pharmacies-medicaid-beneficiaries,1
Medicaid Update: Transmittal 15-27 - Changes to the New Process to Submit Notification of Newborns to Enroll in DC Medicaid and Citrix Access Instructions | dhcf,/node/1099802,6
Medicaid Update: Transmittal 15-27 - Changes to the New Process to Submit Notification of Newborns to Enroll in DC Medicaid and Citrix Access Instructions | dhcf,/publication/medicaid-update-transmittal-15-27-changes-new-process-submit-notification-newborns,2
Medicaid Update: Transmittal 15-28 - Extension of PAs for Personal Care Assistance Services and Extension of Deadline for Submission of Conflict-Free Case Management Self Attestation Forms | dhcf,/node/1100722,1
Medicaid Update: Transmittal 15-28 - Extension of PAs for Personal Care Assistance Services and Extension of Deadline for Submission of Conflict-Free Case Management Self Attestation Forms | dhcf,/publication/medicaid-update-transmittal-15-28-extension-pas-personal-care-assistance-services-and,5
Medicaid Update: Transmittal 15-38 Payments for Durable Medical Equipment (DME) | dhcf,/node/1117011,4
Medicaid Update: Transmittal 15-38 Payments for Durable Medical Equipment (DME) | dhcf,/publication/medicaid-update-transmittal-15-38-payments-durable-medical-equipment-dme,6
"Medicaid Update: Transmittal 15-39 EPSDT Well-Child Visits: Billing Requirements, CPT and ICD-10 Coding Updates | dhcf",/node/1121122,1
"Medicaid Update: Transmittal 15-39 EPSDT Well-Child Visits: Billing Requirements, CPT and ICD-10 Coding Updates | dhcf",/publication/medicaid-update-transmittal-15-39-epsdt-well-child-visits-billing-requirements-cpt-and,1
Medicaid Update: Transmittal 15-40 Reimbursement Rate Updates for Home Health Agencies | dhcf,/node/1121786,1
Medicaid Update: Transmittal 15-41 Application Requirements Changes for Long Term Care Medicaid Beneficiaries | dhcf,/node/1122181,1
Medicaid Update: Transmittal 15-41 Application Requirements Changes for Long Term Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-15-41-application-requirements-changes-long-term-care,3
Medicaid Update: Transmittal 15-43 Medicaid Primary Care Provider Rate Permanent Extension for Qualified Physicians and Advanced Practice Registered Nurses | dhcf,/node/1123311,1
Medicaid Update: Transmittal 15-43 Medicaid Primary Care Provider Rate Permanent Extension for Qualified Physicians and Advanced Practice Registered Nurses | dhcf,/publication/medicaid-update-transmittal-15-43-medicaid-primary-care-provider-rate-permanent,8
Medicaid Update: Transmittal 15-44 Revised: Notice of Emergency and Proposed Rule for Medicaid Reimbursement for State Plan Personal Care Services | dhcf,/node/1129727,1
"Medicaid Update: Transmittal 15-45 Extension of Comment Period Chapter 50 (Medicaid Reimbursement for Personal Care Services), of Title 29 (Public Welfare), of the District of Columbia Municipal Regulations (DCMR) | dhcf",/node/1130957,1
"Medicaid Update: Transmittal 15-45 Extension of Comment Period Chapter 50 (Medicaid Reimbursement for Personal Care Services), of Title 29 (Public Welfare), of the District of Columbia Municipal Regulations (DCMR) | dhcf",/publication/medicaid-update-transmittal-15-44-revised-notice-emergency-and-proposed-rule-medicaid-01,8
Medicaid Update: Transmittal 15-46 Ensuring Safe Discharge of Beneficiaries | dhcf,/node/1136852,5
Medicaid Update: Transmittal 15-46 Ensuring Safe Discharge of Beneficiaries | dhcf,/publication/medicaid-update-transmittal-15-46-ensuring-safe-discharge-beneficiaries,2
Medicaid Update: Transmittal 15-47 2016 CPT-HCPCS Codes Updates | dhcf,/publication/medicaid-update-transmittal-15-47-2016-cpt-hcpcs-codes-updates,4
Medicaid Update: Transmittal 16-01 Physician Assistant Services for Medicaid-Reimbursable Claiming | dhcf,/node/1133537,5
Medicaid Update: Transmittal 16-01 Physician Assistant Services for Medicaid-Reimbursable Claiming | dhcf,/publication/medicaid-update-transmittal-16-01-physician-assistant-services-medicaid-reimbursable,2
Medicaid Update: Transmittal 16-02 Money Follows the Person Demonstration ─Changes in Selection of Participants for the Elderly & Physically Disabled Home and Community-Based Services Waiver Population-Conditions of 2016 Housing Voucher Lottery | dhcf,/node/1137757,1
Medicaid Update: Transmittal 16-02 Money Follows the Person Demonstration ─Changes in Selection of Participants for the Elderly & Physically Disabled Home and Community-Based Services Waiver Population-Conditions of 2016 Housing Voucher Lottery | dhcf,/publication/medicaid-update-transmittal-16-02-money-follows-person-demonstration-─changes-selection,6
Medicaid Update: Transmittal 16-03 Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/node/1137152,5
Medicaid Update: Transmittal 16-03 Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-16-03-reimbursement-out-pocket-expenditures-non-managed-care,1
Medicaid Update: Transmittal 16-04 Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/node/1137161,1
Medicaid Update: Transmittal 16-04 Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-16-04-reimbursement-out-pocket-expenditures-managed-care,5
Medicaid Update: Transmittal 16-06 Notice of Pricing Updates to the Medicaid Physician Fee Schedule | dhcf,/node/1142596,7
Medicaid Update: Transmittal 16-06 Notice of Pricing Updates to the Medicaid Physician Fee Schedule | dhcf,/publication/medicaid-update-transmittal-16-06-notice-pricing-updates-medicaid-physician-fee-schedule,1
Medicaid Update: Transmittal 16-07 - Children's Oral Health Transmittal (2016) | dhcf,/node/1142738,0
Medicaid Update: Transmittal 16-08 - Clarifying Procedures for Obtaining Prior Authorizations for Home Health Services | dhcf,/node/1150812,1
Medicaid Update: Transmittal 16-08 - Clarifying Procedures for Obtaining Prior Authorizations for Home Health Services | dhcf,/publication/medicaid-update-transmittal-16-08-clarifying-procedures-obtaining-prior-authorizations,5
Medicaid Update: Transmittal 16-09- Update to Person-Centered Planning Template | dhcf,/node/1154496,1
Medicaid Update: Transmittal 16-09- Update to Person-Centered Planning Template | dhcf,/publication/medicaid-update-transmittal-16-09-update-person-centered-planning-template,5
Medicaid Update: Transmittal 16-10 - Services My Way Program Enrollment Announcement | dhcf,/node/1152121,1
Medicaid Update: Transmittal 16-10 - Services My Way Program Enrollment Announcement | dhcf,/publication/medicaid-update-transmittal-16-10-services-my-way-program-enrollment-announcement,13
Medicaid Update: Transmittal 16-11: Medicaid Primary Care Provider Rate Permanent Ext. for Qualified Physicians Advanced Practice RNs | dhcf,/node/1163292,5
Medicaid Update: Transmittal 16-11: Medicaid Primary Care Provider Rate Permanent Ext. for Qualified Physicians Advanced Practice RNs | dhcf,/publication/medicaid-update-transmittal-16-11-medicaid-primary-care-provider-rate-permanent-ext,4
Medicaid Update: Transmittal 16-12: New Billing and Enrollment Instructions to Federally Qualified Health Centers | dhcf,/node/1157231,6
Medicaid Update: Transmittal 16-12: New Billing and Enrollment Instructions to Federally Qualified Health Centers | dhcf,/publication/medicaid-update-transmittal-16-12-new-billing-and-enrollment-instructions-federally,1
"Medicaid Update: Transmittal 16-13: Reporting of Terminated Personal Care Aides by Medicaid Enrolled Home Health Agencies to the Department of Health, Board of Nursing | dhcf",/publication/medicaid-update-transmittal-16-13-reporting-terminated-personal-care-aides-medicaid,7
Medicaid Update: Transmittal 16-14 -New Policies and Processes for Newborns Enrollment into DC Medicaid | dhcf,/node/1163302,1
Medicaid Update: Transmittal 16-14 -New Policies and Processes for Newborns Enrollment into DC Medicaid | dhcf,/publication/medicaid-update-transmittal-16-14-new-policies-and-processes-newborns-enrollment-dc,1
Medicaid Update: Transmittal 16-15 - Revised Timeline for PCA Referrals | dhcf,/node/1165291,7
Medicaid Update: Transmittal 16-15 - Revised Timeline for PCA Referrals | dhcf,/publication/medicaid-update-transmittal-16-15-revised-timeline-pca-referrals,1
Medicaid Update: Transmittal 16-16: Rescission of Transmittal 16-12 and Revised Guidance on New Billing and Enrollment Instructions to Federally Qualified Health Centers | dhcf,/node/1162571,1
Medicaid Update: Transmittal 16-16: Rescission of Transmittal 16-12 and Revised Guidance on New Billing and Enrollment Instructions to Federally Qualified Health Centers | dhcf,/publication/medicaid-update-transmittal-16-16-rescission-transmittal-16-12-and-revised-guidance-new,7
Medicaid Update: Transmittal 16-17 -National Children's Mental Health Awareness Week and Mental Health Screening in Pediatric Primary Care | dhcf,/node/1163297,6
Medicaid Update: Transmittal 16-17 -National Children's Mental Health Awareness Week and Mental Health Screening in Pediatric Primary Care | dhcf,/publication/medicaid-update-transmittal-16-17-national-childrens-mental-health-awareness-week-and,1
Medicaid Update: Transmittal 16-18 - Medicaid Requirement for Ordering and Referring Providers | dhcf,/node/1164984,3
Medicaid Update: Transmittal 16-18 - Medicaid Requirement for Ordering and Referring Providers | dhcf,/publication/medicaid-update-transmittal-16-18-medicaid-requirement-ordering-and-referring-providers,18
Medicaid Update: Transmittal 16-19-Policy on Access to Buprenorphine | dhcf,/node/1166974,1
Medicaid Update: Transmittal 16-20: Personal Care Assistance Claims Edits and Denied Claims Instructions to Home Health Agencies | dhcf,/node/1169391,7
Medicaid Update: Transmittal 16-20: Personal Care Assistance Claims Edits and Denied Claims Instructions to Home Health Agencies | dhcf,/publication/medicaid-update-transmittal-16-20-personal-care-assistance-claims-edits-and-denied,1
Medicaid Update: Transmittal 16-21: Medicaid-Reimbursable Telemedicine Services Notice of Emergency and Proposed Rulemaking and Provider Guidance | dhcf,/node/1173701,5
Medicaid Update: Transmittal 16-21: Medicaid-Reimbursable Telemedicine Services Notice of Emergency and Proposed Rulemaking and Provider Guidance | dhcf,/publication/medicaid-update-transmittal-16-21-medicaid-reimbursable-telemedicine-services-notice,1
Medicaid Update: Transmittal 17-02 (R) Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/node/1268951,1
Medicaid Update: Transmittal 17-02 (R) Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-17-02-r-reimbursement-out-pocket-expenditures-managed-care,1
Medicaid Update: Transmittal 17-02-Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/node/1216306,8
Medicaid Update: Transmittal 17-02-Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/publication/medicaid-update-transmittal-17-02-reimbursement-out-pocket-expenditures-managed-care,1
Medicaid Update: Transmittal 17-03 (R) Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/node/1268956,1
Medicaid Update: Transmittal 17-03-Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/node/1216311,1
"Medicaid Update: Transmittal 17-04-National Children's Dental Health Month, Dental Procedures and Billing Requirements | dhcf",/node/1219641,8
Medicaid Update: Transmittal 17-05: Medicaid Primary Care Provider Rate Permanent Extension for Qualified Physicians and Advanced Practice Registered Nurses | dhcf,/node/1222886,1
Medicaid Update: Transmittal 17-05: Medicaid Primary Care Provider Rate Permanent Extension for Qualified Physicians and Advanced Practice Registered Nurses | dhcf,/publication/medicaid-update-transmittal-17-05-medicaid-primary-care-provider-rate-permanent,1
Medicaid Update: Transmittal 17-06 - Revised 719A Form | dhcf,/node/1222061,1
Medicaid Update: Transmittal 17-06 - Revised 719A Form | dhcf,/publication/medicaid-update-transmittal-17-06-revised-719a-form,120
Medicaid Update: Transmittal 17-07 - Notice of Pricing Updates to the Medicaid Physician Fee Schedule - Revised | dhcf,/node/1222831,10
Medicaid Update: Transmittal 17-07 - Notice of Pricing Updates to the Medicaid Physician Fee Schedule - Revised | dhcf,/publication/medicaid-update-transmittal-17-07-notice-pricing-updates-medicaid-physician-fee-schedule,1
Medicaid Update: Transmittal 17-08 - My Health GPS Provider Application Transmittal | dhcf,/publication/medicaid-update-transmittal-17-08-my-health-gps-provider-application-transmittal,1
Medicaid Update: Transmittal 17-09: UPDATE: Out-of-State Nursing Facility Placement and Review Procedures | dhcf,/publication/medicaid-update-transmittal-17-09-update-out-state-nursing-facility-placement-and-review,10
Medicaid Update: Transmittal 17-10: Request for Information on Potential Medicaid ACOs | dhcf,/publication/medicaid-update-transmittal-17-10-request-information-potential-medicaid-acos,6
Medicaid Update: Transmittal 17-11: Limited-time Opportunity: Free support to Select EHR Vendor by June 30th | dhcf,/publication/medicaid-update-transmittal-17-11-limited-time-opportunity-free-support-select-ehr,6
Medicaid Update: Transmittal 17-12: Complying with the Access to Contraception Amendment Act of 2015 | dhcf,/publication/medicaid-update-transmittal-17-12-complying-access-contraception-amendment-act-2015,6
Medicaid Update: Transmittal 17-13 - Request for Administrative Reconsideration of MCO Decisions on Claims for Reimbursement | dhcf,/node/1250701,1
Medicaid Update: Transmittal 17-13 - Request for Administrative Reconsideration of MCO Decisions on Claims for Reimbursement | dhcf,/publication/medicaid-update-transmittal-17-13-request-administrative-reconsideration-mco-decisions,5
Medicaid Update: Transmittal 17-14-Second Medicaid-Reimbursement Telemedicine Services Notice of Emergency and Proposed Rulemaking and Provider Guidance | dhcf,/node/1243576,1
Medicaid Update: Transmittal 17-14-Second Medicaid-Reimbursement Telemedicine Services Notice of Emergency and Proposed Rulemaking and Provider Guidance | dhcf,/publication/medicaid-update-transmittal-17-14-second-medicaid-reimbursement-telemedicine-services,3
Medicaid Update: Transmittal 17-15-Language Access Services | dhcf,/node/1253456,7
Medicaid Update: Transmittal 17-16-EPSDT Periodicity Schedule Updates and the Importance of Mental Health and Vision/Hearing Screenings | dhcf,/node/1255146,7
Medicaid Update: Transmittal 17-16-EPSDT Periodicity Schedule Updates and the Importance of Mental Health and Vision/Hearing Screenings | dhcf,/publication/medicaid-update-transmittal-17-16-epsdt-periodicity-schedule-updates-and-importance,3
Medicaid Update: Transmittal 17-17- Final Deadline to Register for the DC Medicaid EHR Incentive Program Fast Approaching – Act Before August 15th | dhcf,/node/1258481,1
Medicaid Update: Transmittal 17-18-Level of Care Process Changes for Long Term Care Services and Supports | dhcf,/publication/medicaid-update-transmittal-17-18-level-care-process-changes-long-term-care-services-and,4
Medicaid Update: Transmittal 17-19-Revised Procedures for Nursing Facility Recertifications and Out-of-District Placements | dhcf,/publication/medicaid-update-transmittal-17-19-revised-procedures-nursing-facility-recertifications,1
Medicaid Update: Transmittal 17-20-Provider Billing Changes for Alliance Beneficiaries Receiving Labor and Delivery Services | dhcf,/node/1266141,7
Medicaid Update: Transmittal 17-20-Provider Billing Changes for Alliance Beneficiaries Receiving Labor and Delivery Services | dhcf,/publication/medicaid-update-transmittal-17-20-provider-billing-changes-alliance-beneficiaries,2
