# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: dc.gov
# Property: dcgov GA4
# ----------------------------------------
# 
# Hostname exactly matches dpr.dc.gov
# Start date: 20250916
# End date: 20251216
Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
Annual DC Senior Games | dpr,/service/annual-dc-senior-games,452,353,1.2804532577903682,24.345609065155806,1339,0,0
DPR Tennis - Class Descriptions | dpr,/node/1525411,432,386,1.1191709844559585,31.00518134715026,947,0,0
Langdon Park Community Center | dpr,/langdonpark,430,295,1.4576271186440677,32.60677966101695,1230,0,0
Raymond Recreation Center and Playground | dpr,/page/raymond-recreation-center-and-playground,428,306,1.3986928104575163,23.705882352941178,1218,0,0
Playgrounds | dpr,/playgrounds,425,314,1.3535031847133758,10.52547770700637,1152,0,0
Thennie Freeman | dpr,/biography/thennie-freeman,424,303,1.3993399339933994,28.722772277227723,1258,0,0
Rita Bright Family & Youth Center | dpr,/page/rita-bright-community-center-01,416,315,1.3206349206349206,23.434920634920633,1181,0,0
Brentwood Recreation Center | dpr,/page/brentwood-recreation-center,413,323,1.278637770897833,21.523219814241486,1163,0,0
Anacostia Recreation Center | dpr,/page/anacostia-recreation-center-01,384,281,1.3665480427046264,22.23843416370107,1197,0,0
Banneker Pool | dpr,/page/banneker-pool,378,311,1.2154340836012862,13.819935691318328,1125,0,0
Harry Thomas Recreation Center | dpr,/harrythomas,378,280,1.35,16.425,1109,0,0
Inclement Weather Alerts | dpr,/page/inclement-weather-alerts,371,268,1.3843283582089552,15.91044776119403,1092,0,0
Aquatics Admission and Fees | dpr,/node/536962,370,299,1.2374581939799332,29.190635451505017,750,0,0
Urban Garden Workshop Series | dpr,/page/urban-garden-workshop-series,370,152,2.4342105263157894,38.26973684210526,1057,0,0
Partners | dpr,/page/partners-1,369,249,1.4819277108433735,32.52610441767068,970,0,0
Park View Recreation Center | dpr,/page/park-view-recreation-center,366,288,1.2708333333333333,22.958333333333332,1009,0,0
About Camps | dpr,/page/about-camps,363,301,1.2059800664451827,15.395348837209303,883,0,0
DPR Summer Employment | dpr,/summerjobs,355,274,1.2956204379562044,28.576642335766422,1146,0,0
Palisades Community Center | dpr,/node/1237836,355,292,1.2157534246575343,19.794520547945204,721,0,0
Adult DMV Basketball | dpr,/service/adult-dmv-basketball,345,287,1.2020905923344947,26.1602787456446,1228,0,0
Youth Basketball | dpr,/node/559012,342,278,1.2302158273381294,18.442446043165468,715,0,0
Page not found | dpr,/dprprogram,340,195,1.7435897435897436,30.682051282051283,737,0,0
Kalorama Recreation Center | dpr,/page/kalorama-recreation-center,339,292,1.1609589041095891,13.219178082191782,820,0,0
Mitchell Park Recreation Center | dpr,/page/mitchell-park-recreation-center-0,335,270,1.2407407407407407,14.633333333333333,892,0,0
Get a Swim Pass | dpr,/node/539122,332,247,1.3441295546558705,36.522267206477736,807,0,0
Local Parks | dpr,/page/local-parks,331,261,1.2681992337164751,17.85823754789272,921,0,0
New York Avenue Recreation Center | dpr,/newyorkavenue,330,243,1.3580246913580247,16.448559670781894,870,0,0
Shepherd Park Community Center | dpr,/shepherdpark,328,227,1.4449339207048457,28.07488986784141,1005,0,0
Woody Ward Community Center | dpr,/page/woody-ward-community-center,326,262,1.2442748091603053,19.47328244274809,849,0,0
Garden Carpentry Certification Course | dpr,/page/garden-carpentry-certification-course,322,223,1.4439461883408071,33.125560538116595,1106,0,0
Edgewood Recreation Center | dpr,/node/1237651,320,191,1.675392670157068,21.397905759162303,649,0,0
Macomb Recreation Center | dpr,/page/macomb-recreation-center-00,320,258,1.2403100775193798,17.844961240310077,833,0,0
Upshur Recreation Center | dpr,/page/upshur-recreation-center,316,244,1.2950819672131149,20.55327868852459,829,0,0
Specialty Centers | dpr,/page/specialty-centers,315,271,1.1623616236162362,19.214022140221402,693,0,0
Joseph Cole Community Center | dpr,/page/joseph-cole-community-center,289,214,1.3504672897196262,18.906542056074766,772,0,0
Francis Pool | dpr,/page/francis-pool,288,236,1.2203389830508475,12.228813559322035,883,0,0
Congress Heights Recreation Center | dpr,/page/congress-heights-recreation-center,284,227,1.251101321585903,19.33920704845815,782,0,0
DPR Community Meeting and Stakeholder Sign In Form | dpr,/stakeholder,282,215,1.3116279069767443,3.125581395348837,804,0,0
Community Compost Cooperative Network | dpr,/page/community-compost-cooperative-network,278,176,1.5795454545454546,31.681818181818183,850,0,0
Pool Rules and Safety | dpr,/poolrules,276,236,1.1694915254237288,44.69491525423729,792,0,0
Harrison Recreation Center | dpr,/page/harrison-recreation-center,275,216,1.2731481481481481,17.26388888888889,705,0,0
Private Swim Instruction Protocol | dpr,/node/1634191,275,251,1.095617529880478,25.58565737051793,630,0,0
2025 Summer Camps | dpr,/node/545552,273,219,1.2465753424657535,30.63013698630137,646,0,0
Banneker Community Center | dpr,/banneker,272,206,1.3203883495145632,23.631067961165048,805,0,0
Adults Leisure Programs | dpr,/page/adults-leisure-programs,262,215,1.2186046511627906,12.837209302325581,652,0,0
Competitive Swim Teams | dpr,/service/competitive-swim-teams,259,220,1.1772727272727272,14.668181818181818,774,0,0
Early Childhood Programs | dpr,/page/early-childhood-programs,249,188,1.324468085106383,18.72340425531915,743,0,0
Memberships and Passes | dpr,/node/1273826,245,208,1.1778846153846154,16.16346153846154,520,0,0
Senior Events | dpr,/page/senior-events,245,177,1.384180790960452,39.70056497175141,734,0,0
Joy Evans Therapeutic Aquatic Center | dpr,/node/1236276,240,200,1.2,28.95,527,0,0
"Registration for DPR Winter Programs to Open Wednesday, November 6, and Thursday, November 7 | dpr",/release/registration-dpr-winter-programs-open-wednesday-november-6-and-thursday-november-7,234,183,1.278688524590164,22.62295081967213,621,0,0
2025 Summer Camps | dpr,/service/summer-camps,231,194,1.190721649484536,19.087628865979383,654,0,0
DPR Tennis | dpr,/node/1525401,224,179,1.2513966480446927,11.41340782122905,542,0,0
Urban Beekeeping Program | dpr,/page/urban-beekeeping-program,223,167,1.3353293413173652,25.191616766467067,723,0,0
Douglass Community Center | dpr,/douglass,219,175,1.2514285714285713,23.925714285714285,629,0,0
Afternoon Access | dpr,/page/afternoon-access,217,148,1.4662162162162162,22.70945945945946,641,0,0
Marvin Gaye Recreation Center | dpr,/marvingaye,204,166,1.2289156626506024,25.301204819277107,546,0,0
DPR Organizational Chart | dpr,/node/1695326,203,168,1.2083333333333333,11.089285714285714,497,0,0
Teens Programs | dpr,/page/teens-programs,203,167,1.215568862275449,17.389221556886227,586,0,0
Construction Updates | dpr,/page/construction-updates,202,156,1.294871794871795,17.955128205128204,514,0,0
DPR Fun Day Camp | dpr,/page/dpr-fun-day-camp,202,138,1.463768115942029,19.297101449275363,579,0,0
Submit Maintenance Requests | dpr,/service/submit-maintenance-requests,199,136,1.463235294117647,25.220588235294116,507,0,0
Emery Heights Community Center | dpr,/node/1237656,196,155,1.264516129032258,24.948387096774194,416,0,0
Urban Garden Education Program | dpr,/page/urban-garden-education-program,196,141,1.3900709219858156,18.56737588652482,613,0,0
Hearst Pool | dpr,/page/hearst-pool,195,150,1.3,9.946666666666667,550,0,0
DPR Roving Leaders | dpr,/service/dpr-roving-leaders,193,137,1.4087591240875912,21.868613138686133,566,0,0
National Parks | dpr,/page/national-parks,184,166,1.108433734939759,10.825301204819278,641,0,0
"Kids, Camps & Co-op | dpr",/page/kids-camps-co-op,179,138,1.2971014492753623,23.985507246376812,534,0,0
Thennie Freeman | dpr,/node/1655051,178,134,1.328358208955224,46.350746268656714,375,0,0
Community Meeting Digital Sign In | dpr,/ATTENDEE,177,177,1,0.7853107344632768,566,0,0
Joy Evans Therapeutic Recreation Center | dpr,/node/1221086,176,143,1.2307692307692308,56.25174825174825,383,0,0
Hamilton Recreation Center | dpr,/page/hamilton-recreation-center,173,139,1.2446043165467626,19.215827338129497,471,0,0
Kids Cultural Arts Programs | dpr,/page/kids-cultural-arts-programs,171,137,1.2481751824817517,10.02919708029197,556,0,0
Coat Drive for the Needy - Guy Mason Recreation Center | dpr,/event/coat-drive-needy-guy-mason-recreation-center,170,131,1.297709923664122,26.198473282442748,529,0,0
Banneker Premier Athletic Field | dpr,/page/banneker-premier-athletic-field,169,131,1.2900763358778626,14.335877862595419,494,0,0
Fort Davis Recreation Center | dpr,/fortdavis,169,140,1.207142857142857,25.014285714285716,457,0,0
Priority Of Use | dpr,/page/priority-use,169,119,1.4201680672268908,27.80672268907563,356,0,0
Signature Annual Events | dpr,/page/signature-annual-events,169,147,1.1496598639455782,28.829931972789115,425,0,0
RH Terrell Recreation Center | dpr,/page/rh-terrell-recreation-center-01,167,134,1.2462686567164178,27.32089552238806,404,0,0
Dog Park Applications | dpr,/page/dog-park-applications,166,124,1.3387096774193548,24.830645161290324,485,0,0
Mid-Winter Break Camp | dpr,/page/mid-winter-break-camp,164,128,1.28125,19.15625,531,0,0
Registration Opens for DPR Fall and School-Year Programs on August 12 and 13 | dpr,/release/registration-opens-dpr-fall-and-school-year-programs-august-12-and-13,163,128,1.2734375,24.0546875,440,0,0
King-Greenleaf Recreation Center | dpr,/node/1237776,161,137,1.1751824817518248,23.072992700729927,336,0,0
